question_id:ID(Question),text
Q14056,What is (are) Simpson-Golabi-Behmel syndrome ?
Q14057,How many people are affected by Simpson-Golabi-Behmel syndrome ?
Q14058,What are the genetic changes related to Simpson-Golabi-Behmel syndrome ?
Q14059,Is Simpson-Golabi-Behmel syndrome inherited ?
Q14060,What are the treatments for Simpson-Golabi-Behmel syndrome ?
Q14061,What is (are) surfactant dysfunction ?
Q14062,How many people are affected by surfactant dysfunction ?
Q14063,What are the genetic changes related to surfactant dysfunction ?
Q14064,Is surfactant dysfunction inherited ?
Q14065,What are the treatments for surfactant dysfunction ?
Q14066,What is (are) C3 glomerulopathy ?
Q14067,How many people are affected by C3 glomerulopathy ?
Q14068,What are the genetic changes related to C3 glomerulopathy ?
Q14069,Is C3 glomerulopathy inherited ?
Q14070,What are the treatments for C3 glomerulopathy ?
Q14071,What is (are) sepiapterin reductase deficiency ?
Q14072,How many people are affected by sepiapterin reductase deficiency ?
Q14073,What are the genetic changes related to sepiapterin reductase deficiency ?
Q14074,Is sepiapterin reductase deficiency inherited ?
Q14075,What are the treatments for sepiapterin reductase deficiency ?
Q14076,What is (are) familial adenomatous polyposis ?
Q14077,How many people are affected by familial adenomatous polyposis ?
Q14078,What are the genetic changes related to familial adenomatous polyposis ?
Q14079,Is familial adenomatous polyposis inherited ?
Q14080,What are the treatments for familial adenomatous polyposis ?
Q14081,What is (are) Lesch-Nyhan syndrome ?
Q14082,How many people are affected by Lesch-Nyhan syndrome ?
Q14083,What are the genetic changes related to Lesch-Nyhan syndrome ?
Q14084,Is Lesch-Nyhan syndrome inherited ?
Q14085,What are the treatments for Lesch-Nyhan syndrome ?
Q14086,What is (are) Warsaw breakage syndrome ?
Q14087,How many people are affected by Warsaw breakage syndrome ?
Q14088,What are the genetic changes related to Warsaw breakage syndrome ?
Q14089,Is Warsaw breakage syndrome inherited ?
Q14090,What are the treatments for Warsaw breakage syndrome ?
Q14091,What is (are) autosomal recessive hyper-IgE syndrome ?
Q14092,How many people are affected by autosomal recessive hyper-IgE syndrome ?
Q14093,What are the genetic changes related to autosomal recessive hyper-IgE syndrome ?
Q14094,Is autosomal recessive hyper-IgE syndrome inherited ?
Q14095,What are the treatments for autosomal recessive hyper-IgE syndrome ?
Q14096,What is (are) giant congenital melanocytic nevus ?
Q14097,How many people are affected by giant congenital melanocytic nevus ?
Q14098,What are the genetic changes related to giant congenital melanocytic nevus ?
Q14099,Is giant congenital melanocytic nevus inherited ?
Q14100,What are the treatments for giant congenital melanocytic nevus ?
Q14101,What is (are) spinocerebellar ataxia type 36 ?
Q14102,How many people are affected by spinocerebellar ataxia type 36 ?
Q14103,What are the genetic changes related to spinocerebellar ataxia type 36 ?
Q14104,Is spinocerebellar ataxia type 36 inherited ?
Q14105,What are the treatments for spinocerebellar ataxia type 36 ?
Q14106,What is (are) Laing distal myopathy ?
Q14107,How many people are affected by Laing distal myopathy ?
Q14108,What are the genetic changes related to Laing distal myopathy ?
Q14109,Is Laing distal myopathy inherited ?
Q14110,What are the treatments for Laing distal myopathy ?
Q14111,What is (are) Graves disease ?
Q14112,How many people are affected by Graves disease ?
Q14113,What are the genetic changes related to Graves disease ?
Q14114,Is Graves disease inherited ?
Q14115,What are the treatments for Graves disease ?
Q14116,What is (are) acral peeling skin syndrome ?
Q14117,How many people are affected by acral peeling skin syndrome ?
Q14118,What are the genetic changes related to acral peeling skin syndrome ?
Q14119,Is acral peeling skin syndrome inherited ?
Q14120,What are the treatments for acral peeling skin syndrome ?
Q14121,What is (are) Marfan syndrome ?
Q14122,How many people are affected by Marfan syndrome ?
Q14123,What are the genetic changes related to Marfan syndrome ?
Q14124,Is Marfan syndrome inherited ?
Q14125,What are the treatments for Marfan syndrome ?
Q14126,What is (are) optic atrophy type 1 ?
Q14127,How many people are affected by optic atrophy type 1 ?
Q14128,What are the genetic changes related to optic atrophy type 1 ?
Q14129,Is optic atrophy type 1 inherited ?
Q14130,What are the treatments for optic atrophy type 1 ?
Q14131,What is (are) intestinal pseudo-obstruction ?
Q14132,How many people are affected by intestinal pseudo-obstruction ?
Q14133,What are the genetic changes related to intestinal pseudo-obstruction ?
Q14134,Is intestinal pseudo-obstruction inherited ?
Q14135,What are the treatments for intestinal pseudo-obstruction ?
Q14136,What is (are) CATSPER1-related nonsyndromic male infertility ?
Q14137,How many people are affected by CATSPER1-related nonsyndromic male infertility ?
Q14138,What are the genetic changes related to CATSPER1-related nonsyndromic male infertility ?
Q14139,Is CATSPER1-related nonsyndromic male infertility inherited ?
Q14140,What are the treatments for CATSPER1-related nonsyndromic male infertility ?
Q14141,What is (are) mucolipidosis III alpha/beta ?
Q14142,How many people are affected by mucolipidosis III alpha/beta ?
Q14143,What are the genetic changes related to mucolipidosis III alpha/beta ?
Q14144,Is mucolipidosis III alpha/beta inherited ?
Q14145,What are the treatments for mucolipidosis III alpha/beta ?
Q14146,What is (are) catecholaminergic polymorphic ventricular tachycardia ?
Q14147,How many people are affected by catecholaminergic polymorphic ventricular tachycardia ?
Q14148,What are the genetic changes related to catecholaminergic polymorphic ventricular tachycardia ?
Q14149,Is catecholaminergic polymorphic ventricular tachycardia inherited ?
Q14150,What are the treatments for catecholaminergic polymorphic ventricular tachycardia ?
Q14151,What is (are) nonsyndromic hearing loss ?
Q14152,How many people are affected by nonsyndromic hearing loss ?
Q14153,What are the genetic changes related to nonsyndromic hearing loss ?
Q14154,Is nonsyndromic hearing loss inherited ?
Q14155,What are the treatments for nonsyndromic hearing loss ?
Q14156,What is (are) congenital contractural arachnodactyly ?
Q14157,How many people are affected by congenital contractural arachnodactyly ?
Q14158,What are the genetic changes related to congenital contractural arachnodactyly ?
Q14159,Is congenital contractural arachnodactyly inherited ?
Q14160,What are the treatments for congenital contractural arachnodactyly ?
Q14161,What is (are) Joubert syndrome ?
Q14162,How many people are affected by Joubert syndrome ?
Q14163,What are the genetic changes related to Joubert syndrome ?
Q14164,Is Joubert syndrome inherited ?
Q14165,What are the treatments for Joubert syndrome ?
Q14166,What is (are) fibrodysplasia ossificans progressiva ?
Q14167,How many people are affected by fibrodysplasia ossificans progressiva ?
Q14168,What are the genetic changes related to fibrodysplasia ossificans progressiva ?
Q14169,Is fibrodysplasia ossificans progressiva inherited ?
Q14170,What are the treatments for fibrodysplasia ossificans progressiva ?
Q14171,What is (are) ataxia with oculomotor apraxia ?
Q14172,How many people are affected by ataxia with oculomotor apraxia ?
Q14173,What are the genetic changes related to ataxia with oculomotor apraxia ?
Q14174,Is ataxia with oculomotor apraxia inherited ?
Q14175,What are the treatments for ataxia with oculomotor apraxia ?
Q14176,What is (are) SADDAN ?
Q14177,How many people are affected by SADDAN ?
Q14178,What are the genetic changes related to SADDAN ?
Q14179,Is SADDAN inherited ?
Q14180,What are the treatments for SADDAN ?
Q14181,What is (are) COL4A1-related brain small-vessel disease ?
Q14182,How many people are affected by COL4A1-related brain small-vessel disease ?
Q14183,What are the genetic changes related to COL4A1-related brain small-vessel disease ?
Q14184,Is COL4A1-related brain small-vessel disease inherited ?
Q14185,What are the treatments for COL4A1-related brain small-vessel disease ?
Q14186,What is (are) Stargardt macular degeneration ?
Q14187,How many people are affected by Stargardt macular degeneration ?
Q14188,What are the genetic changes related to Stargardt macular degeneration ?
Q14189,Is Stargardt macular degeneration inherited ?
Q14190,What are the treatments for Stargardt macular degeneration ?
Q14191,What is (are) 3-hydroxy-3-methylglutaryl-CoA lyase deficiency ?
Q14192,How many people are affected by 3-hydroxy-3-methylglutaryl-CoA lyase deficiency ?
Q14193,What are the genetic changes related to 3-hydroxy-3-methylglutaryl-CoA lyase deficiency ?
Q14194,Is 3-hydroxy-3-methylglutaryl-CoA lyase deficiency inherited ?
Q14195,What are the treatments for 3-hydroxy-3-methylglutaryl-CoA lyase deficiency ?
Q14196,What is (are) Czech dysplasia ?
Q14197,How many people are affected by Czech dysplasia ?
Q14198,What are the genetic changes related to Czech dysplasia ?
Q14199,Is Czech dysplasia inherited ?
Q14200,What are the treatments for Czech dysplasia ?
Q14201,What is (are) Miller-Dieker syndrome ?
Q14202,How many people are affected by Miller-Dieker syndrome ?
Q14203,What are the genetic changes related to Miller-Dieker syndrome ?
Q14204,Is Miller-Dieker syndrome inherited ?
Q14205,What are the treatments for Miller-Dieker syndrome ?
Q14206,What is (are) X-linked hyper IgM syndrome ?
Q14207,How many people are affected by X-linked hyper IgM syndrome ?
Q14208,What are the genetic changes related to X-linked hyper IgM syndrome ?
Q14209,Is X-linked hyper IgM syndrome inherited ?
Q14210,What are the treatments for X-linked hyper IgM syndrome ?
Q14211,What is (are) myofibrillar myopathy ?
Q14212,How many people are affected by myofibrillar myopathy ?
Q14213,What are the genetic changes related to myofibrillar myopathy ?
Q14214,Is myofibrillar myopathy inherited ?
Q14215,What are the treatments for myofibrillar myopathy ?
Q14216,What is (are) 2-methylbutyryl-CoA dehydrogenase deficiency ?
Q14217,How many people are affected by 2-methylbutyryl-CoA dehydrogenase deficiency ?
Q14218,What are the genetic changes related to 2-methylbutyryl-CoA dehydrogenase deficiency ?
Q14219,Is 2-methylbutyryl-CoA dehydrogenase deficiency inherited ?
Q14220,What are the treatments for 2-methylbutyryl-CoA dehydrogenase deficiency ?
Q14221,What is (are) Turner syndrome ?
Q14222,How many people are affected by Turner syndrome ?
Q14223,What are the genetic changes related to Turner syndrome ?
Q14224,Is Turner syndrome inherited ?
Q14225,What are the treatments for Turner syndrome ?
Q14226,What is (are) Kufs disease ?
Q14227,How many people are affected by Kufs disease ?
Q14228,What are the genetic changes related to Kufs disease ?
Q14229,Is Kufs disease inherited ?
Q14230,What are the treatments for Kufs disease ?
Q14231,What is (are) Mayer-Rokitansky-Kster-Hauser syndrome ?
Q14232,How many people are affected by Mayer-Rokitansky-Kster-Hauser syndrome ?
Q14233,What are the genetic changes related to Mayer-Rokitansky-Kster-Hauser syndrome ?
Q14234,Is Mayer-Rokitansky-Kster-Hauser syndrome inherited ?
Q14235,What are the treatments for Mayer-Rokitansky-Kster-Hauser syndrome ?
Q14236,What is (are) cytogenetically normal acute myeloid leukemia ?
Q14237,How many people are affected by cytogenetically normal acute myeloid leukemia ?
Q14238,What are the genetic changes related to cytogenetically normal acute myeloid leukemia ?
Q14239,Is cytogenetically normal acute myeloid leukemia inherited ?
Q14240,What are the treatments for cytogenetically normal acute myeloid leukemia ?
Q14241,What is (are) prothrombin deficiency ?
Q14242,How many people are affected by prothrombin deficiency ?
Q14243,What are the genetic changes related to prothrombin deficiency ?
Q14244,Is prothrombin deficiency inherited ?
Q14245,What are the treatments for prothrombin deficiency ?
Q14246,What is (are) familial exudative vitreoretinopathy ?
Q14247,How many people are affected by familial exudative vitreoretinopathy ?
Q14248,What are the genetic changes related to familial exudative vitreoretinopathy ?
Q14249,Is familial exudative vitreoretinopathy inherited ?
Q14250,What are the treatments for familial exudative vitreoretinopathy ?
Q14251,What is (are) autosomal dominant vitreoretinochoroidopathy ?
Q14252,How many people are affected by autosomal dominant vitreoretinochoroidopathy ?
Q14253,What are the genetic changes related to autosomal dominant vitreoretinochoroidopathy ?
Q14254,Is autosomal dominant vitreoretinochoroidopathy inherited ?
