disease_id:ID(Disease),name
D13458,protoporphyric liver failure
D13459,protrusio acetabuli
D13460,protrusio acetabuli 7.5% pulmonary hypertension
D13461,proud syndrome
D13462,proximal 18q deletion syndrome
D13463,proximal interphalangeal joints - thin nail - the human
D13464,proximal joints
D13465,proximal neuropathy
D13466,proximal weakness
D13467,prune belly syndrome
D13468,prurigo nodularis
D13469,pruritic
D13470,pruritis
D13471,pruritus
D13472,ps-type epidermolytic hyperkeratosis
D13473,psc
D13474,pseudo-cushing syndrome
D13475,pseudo-cushing's syndrome
D13476,pseudo-obstruction
D13477,pseudo-zellweger syndrome
D13478,pseudoachondroplasia
D13479,pseudoachondroplastic spondyloepiphyseal dysplasia syndrome
D13480,pseudoaminopterin syndrome
D13481,pseudoangiomatous stromal hyperplasia
D13482,pseudobulbar
D13483,pseudocholinesterase deficiency
D13484,pseudodiastrophic dysplasia
D13485,pseudoglioma
D13486,pseudogout
D13487,pseudohermaphroditism intellectual disability syndrome
D13488,pseudohypoaldosteronism type 2 is high blood pressure
D13489,pseudohypoaldosteronism type ii
D13490,pseudohypoparathyroidism
D13491,pseudohypoparathyroidism type
D13492,pseudohypoparathyroidism type 2. if the information
D13493,pseudohypoparathyroidism type 2? the human
D13494,pseudomembranes
D13495,pseudomembranous lesions
D13496,pseudomonas aeruginosa
D13497,pseudomyogenic hemangioendothelioma
D13498,pseudomyotonia
D13499,pseudopapilledema
D13500,pseudopelade
D13501,pseudopelade of brocq
D13502,pseudoprogeria syndrome
D13503,pseudopseudohypoparathyroidism (pphp
D13504,pseudorheumatoid arthropathy
D13505,pseudorheumatoid dysplasia
D13506,pseudotumor
D13507,pseudoxanthoma elasticum
D13508,pseudoxanthoma elasticum - genetic testing registry
D13509,psgn
D13510,psoriasiform skin eruption
D13511,psoriasis
D13512,psoriasis psoriasis
D13513,psoriatic arthritis
D13514,psoriatic juvenile idiopathic arthritis
D13515,psp
D13516,pstt
D13517,psychiatric
D13518,psychiatric abnormalities
D13519,psychiatric disorder
D13520,psychiatric disorders
D13521,psychiatric disturbance
D13522,psychiatric disturbances
D13523,psychiatric illness
D13524,psychiatric illness eye abnormalities
D13525,psychiatric symptoms
D13526,psychogenic disorder
D13527,psychogenic pain
D13528,psychomotor deficits
D13529,psychomotor deterioration - sea-blue histiocytosis - spastic tetraplegia - ventriculomegaly - the human phenotype ontology (hpo
D13530,psychomotor retardation
D13531,psychomotor slowness
D13532,psychoses
D13533,psychosis
D13534,psychosomatic illness
D13535,psychotic depression
D13536,psychotic disorder
D13537,psychotic disorders
D13538,psychotic episodes - rapidly progressive - rigidity
D13539,psychotic episodes - respiratory paralysis
D13540,psychotic episodes 5% alveolar proteinosis - aminoaciduria - anemia - autosomal recessive inheritance - cutis laxa - delayed skeletal maturation - diarrhea - failure to thrive - fine hair - hemophagocytosis - hepatomegaly - hyperammonemia - hyperextensible skin - increased serum ferritin - infantile onset - leukopenia - malnutrition - muscle weakness
D13541,psychotic symptoms
D13542,psychotic-like
D13543,ptc
D13544,pterygia
D13545,pterygia - pulmonary hypoplasia
D13546,pterygium
D13547,pterygium - autosomal dominant inheritance - biceps aplasia - cleft palate - cleft upper lip
D13548,pterygium colli mental retardation
D13549,pterygium of the conjunctiva and cornea
D13550,pterygium of the conjunctiva and cornea is a benign (non-cancerous) pink lesion
D13551,pterygium syndrome
D13552,ptgc
D13553,ptld
D13554,ptls
D13555,ptosis
D13556,ptosis and parkinsonism
D13557,ptosis crutch
D13558,pts
D13559,ptsd
D13560,puberty - arthralgia - autosomal dominant inheritance - avascular necrosis
D13561,puberty - autosomal dominant inheritance - avascular necrosis
D13562,puberty - diabetes mellitus - dysarthria - dystonia - elevated alpha-fetoprotein - female hypogonadism - glucose intolerance - hodgkin lymphoma - hypoplasia of the thymus - iga deficiency - immunoglobulin igg2 deficiency
D13563,puberty - eczema - eosinophilia - hepatomegaly - hip contracture - hyperconvex nail - hypermetropia - hypogonadotrophic hypogonadism - hypoplasia of the capital femoral epiphysis - infancy onset short-trunk short stature - intellectual disability
D13564,puberty - failure to thrive - hyperpigmentation of the skin - hypocortisolemia - hypogonadotrophic hypogonadism
D13565,pudendal neuralgia
D13566,puffiness
D13567,puffy
D13568,puffy swelling
D13569,pulmonary alveolar microlithiasis
D13570,pulmonary alveolar proteinosis
D13571,pulmonary arterial hypertension
D13572,pulmonary atresia
D13573,pulmonary avms
D13574,pulmonary carcinoid tumors
D13575,pulmonary complications
D13576,pulmonary difficulties
D13577,pulmonary disease
D13578,pulmonary edema
D13579,pulmonary emboli
D13580,pulmonary embolism
D13581,pulmonary embolisms
D13582,pulmonary embolus
D13583,pulmonary emphysema
D13584,pulmonary fibrosis
D13585,pulmonary function impairment
D13586,pulmonary hemorrhage
D13587,pulmonary hyperlucency
D13588,pulmonary hypertension
D13589,pulmonary hypoplasia
D13590,pulmonary hypoplasia - renal cortical cysts - respiratory distress
D13591,pulmonary hypoplasia - renal hypoplasia - seizures - short neck - strabismus - talipes equinovarus
D13592,pulmonary illness
D13593,pulmonary infections
D13594,pulmonary interstitial glycogenosis
D13595,pulmonary lymphocytic alveolitis
D13596,pulmonary stenosis
D13597,pulmonary syndrome
D13598,pulmonary valve stenosis
D13599,pulmonary vein stenosis
D13600,pulmonary veno-occlusive disease
D13601,pulmonary vessel abnormalities
D13602,pulmonary-renal syndrome
D13603,pulmonary-renal syndromes
D13604,pulmonic stenosis
D13605,pulmonic stenosis - ventricular septal defect
D13606,pulmonic stenosis - vomiting - widely spaced teeth - the human
D13607,pumice stone
D13608,punctal occlusion
D13609,purple
D13610,purple lesions
D13611,purple tumors
D13612,purpura
D13613,purpura fulminans
D13614,purpura simplex
D13615,purpuric
D13616,purpuric eruption
D13617,pustular dermatitis
D13618,pustular psoriasis
D13619,pustule
D13620,pustulosis
D13621,putrid
D13622,pvl
D13623,pvns
D13624,pvod
D13625,pvs
D13626,pws
D13627,pxe
D13628,pycnodysostosis
D13629,pyelonephritis
D13630,pylori
D13631,pylori gastritis
D13632,pylori infection
D13633,pyloric atresia
D13634,pyloric atresia - genetic testing registry: epidermolysis bullosa simplex
D13635,pyloric stenosis
D13636,pyoderma
D13637,pyoderma gangrenosum
D13638,pyogenic
D13639,pyorrhea
D13640,pyrexias
D13641,pyridoxine-dependent epilepsy
D13642,q fever
D13643,q fever infections
D13644,qt syndrome
D13645,quadriparesis
D13646,quadriplegia
D13647,quinquaud's decalvans folliculitis
D13648,r. rickettsii antigen
D13649,ra
D13650,rabson-mendenhall syndrome
D13651,radial aplasia
D13652,radial aplasia-thrombocytopenia syndrome
D13653,radial hypoplasia
D13654,radio-ulnar synostosis type 1? the human phenotype ontology provides the following list of signs and symptoms for radio-ulnar synostosis type 1
D13655,radio-ulnar synostosis type 2? the human phenotype ontology provides the following list of signs and symptoms for radio-ulnar synostosis type 2. if the information
D13656,radioulnar synostosis
D13657,radon reduction systems
D13658,ragged-red
D13659,raine syndrome
D13660,ramon syndrome
D13661,ramos arroyo clark syndrome
D13662,rapadilino syndrome
D13663,rapp-hodgkin ectodermal dysplasia syndrome
D13664,rapp-hodgkin syndrome
D13665,rash
D13666,rash - skin irritation
D13667,rash blisters
D13668,rash of the face and trunk - face and neck swelling
D13669,rashes
D13670,rasmussens encephalitis
D13671,raw infected pork swallow the cysts
D13672,raynaud
D13673,raynaud's disease
D13674,rcc
D13675,rcdp1
D13676,rdeb
D13677,rdeb-hs
D13678,rds
D13679,reactive arthritis
D13680,recall any illness
D13681,recessive autoinflammatory diseases
D13682,recessive dystrophic epidermolysis bullosa
D13683,recessive eda-id
D13684,recessively inherited disorder
D13685,recklinghausen disease
D13686,recq
D13687,rectal cancer
D13688,rectocele
D13689,recurrent bile duct cancer
D13690,recurrent bowel obstructions
D13691,recurrent cancer
D13692,recurrent extragonadal germ cell tumor
D13693,recurrent lymphoblastic lymphoma
D13694,recurrent retinoblastoma
D13695,recurrent vulvar cancer
D13696,reddened
D13697,reddening of the skin
D13698,redness
D13699,redness of the skin
D13700,reduced expressivity
D13701,reduced pain
D13702,reduced vision
D13703,reed-sternberg
D13704,reflex - autosomal recessive inheritance - babinski sign - cerebellar vermis atrophy
D13705,reflex - autosomal recessive inheritance - decreased number of peripheral myelinated nerve fibers - distal amyotrophy - distal sensory impairment - foot dorsiflexor weakness
D13706,reflex spasms
D13707,reflux
D13708,reflux - hamartoma - hyperlordosis - hypertelorism - hypoplastic fingernail - hypoplastic superior helix - hypospadias - intellectual disability
D13709,reflux - hearing impairment
D13710,reflux - hemivertebrae - humeroradial synostosis - hypoplastic acetabulae - hypoplastic labia majora - inguinal hernia
D13711,reflux - hemivertebrae - hydronephrosis - hypochromic microcytic anemia - hypospadias - infantile muscular hypotonia - intellectual disability
D13712,reflux - hiatus hernia - high palate - hypertelorism - hypospadias - inguinal hernia - intellectual disability - laryngeal cleft - muscular hypotonia - patent ductus arteriosus
D13713,reflux - hydrocephalus - hypertelorism - intestinal malrotation
D13714,reflux - hypertelorism - intellectual disability - laryngomalacia - long eyelashes - obesity - patent ductus arteriosus - proptosis - round face - short nose - short stature
D13715,reflux - hypertonia - infantile onset - limb dystonia
D13716,reflux - xerostomia
D13717,reflux disease
D13718,refsum disease
D13719,regarding q fever
D13720,regional gastrointestinal carcinoid tumor
D13721,regional pain syndrome
D13722,regional pain syndromes
D13723,reifenstein syndrome
D13724,reisner syndrome
D13725,relapsed
D13726,relapsing neurologic whipple's disease
D13727,relieving
D13728,relieving pain
D13729,rem sleep behavior disorder
D13730,renal abnormalities hearing evaluation
D13731,renal adenocarcinoma
D13732,renal agenesis
D13733,renal angiomas
D13734,renal anomalies
D13735,renal artery stenosis
D13736,renal calcifications
D13737,renal cell cancer
D13738,renal cell cancer stage i renal cell cancer
D13739,renal cell cancers
D13740,renal cell carcinoma
D13741,renal cell carcinoma - sporadic - the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
D13742,renal cell carcinomas
D13743,renal cell tumor
D13744,renal colic
D13745,renal coloboma syndrome
D13746,renal disease
D13747,renal dysfunction
D13748,renal dysplasia
D13749,renal dysplasia diffuse
D13750,renal dysplasia megalocystis sirenomelia
D13751,renal dysplasia-limb defects syndrome
D13752,renal failure
D13753,renal failure - sporadic - uveitis - the human phenotype ontology (hpo
D13754,renal fanconi syndrome
D13755,renal fanconi syndrome - renal insufficiency
D13756,renal hamartomas nephroblastomatosis
D13757,renal hypoperfusion
D13758,renal hypoplasia
D13759,renal hypoplasia - renal malrotation - respiratory insufficiency
D13760,renal hypoplasia/aplasia
D13761,renal hypoplasia/aplasia 7.5
D13762,renal hypouricemia
D13763,renal impairment
D13764,renal insufficiency
D13765,renal insufficiency 10/46 autosomal dominant inheritance - contiguous gene syndrome
D13766,renal lesions
D13767,renal myoepithelial carcinoma
D13768,renal neoplasm
D13769,renal nutcracker syndrome
D13770,renal oncocytoma
D13771,renal oncocytomas
D13772,renal or hepatic disease
D13773,renal osteodystrophy
D13774,renal pha1
D13775,renal rickets
D13776,renal syndrome
D13777,renal tubular acidosis
D13778,renal tubular dysfunction
D13779,renal tubular dysgenesis
D13780,renal tubulopathy
D13781,renal tumors
D13782,renal vein thrombosis
D13783,renal) abnormalities
D13784,renal) disease
D13785,renal-hepatic-pancreatic dysplasia
D13786,renovascular disease
D13787,renovascular hypertension
D13788,renpenning syndrome
D13789,renpenning syndrome 1 - greenwood genetics center: x-linked intellectual disability - kennedy krieger institute: center for genetic disorders of cognition and behavior these resources from medlineplus offer information about the diagnosis and management of various health conditions: - diagnostic tests - drug therapy - surgery and rehabilitation - genetic counseling - palliative care
D13790,repetitive behaviors
D13791,repetitive motion disorders
D13792,repetitive movements
D13793,repetitive self-hugging
D13794,replacement joints
D13795,reproductive organ failure
D13796,resectable bile duct cancer
D13797,resectable gastrointestinal stromal tumors
D13798,resistance syndrome
D13799,respiratory abnormality
D13800,respiratory acidosis
D13801,respiratory chain defects
D13802,respiratory complications
D13803,respiratory difficulties
D13804,respiratory disease
D13805,respiratory diseases
D13806,respiratory disorder
D13807,respiratory distress
D13808,respiratory distress - respiratory failure - tachypnea - the human phenotype ontology (hpo
D13809,respiratory distress syndrome
D13810,respiratory distress type 1 (smard1
D13811,respiratory failure
D13812,respiratory failure hypogonadism
D13813,respiratory illness
D13814,respiratory impairment
D13815,respiratory infection
D13816,respiratory infections
D13817,respiratory infections - renal agenesis - renal dysplasia
D13818,respiratory infections - renal agenesis - renal hypoplasia - scoliosis - seizures - single umbilical artery - strabismus - thickened nuchal skin fold - truncus arteriosus - upslanted palpebral fissure - ventricular septal defect
D13819,respiratory infections - telangiectasia - thrombocytosis - the human phenotype ontology (hpo
D13820,respiratory insufficiency
D13821,respiratory muscle weakness
D13822,respiratory or digestive problems
D13823,respiratory or gastrointestinal viral infection
D13824,respiratory problems hearing deficits facial asymmetry
D13825,respiratory tract infections
D13826,respiratory weakness
D13827,restless
